"ident","name","municipality","iata_code","gps_code","iso_region","scheduled_service"
"GB-0809","Little Haugh Hall Private Airfield","Bury Saint Edmunds, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0835","Little Robhurst Airstrip","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-0918","Little Shelford Airstrip","Little Shelford, Cambridgeshire","NULL","NULL","GB-ENG","0"
"GB-0394","Little Snoring Airfield","Fakenham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0274","Little Staughton Airfield","Bedford, Bedfordshire","NULL","NULL","GB-ENG","0"
"EGGP","Liverpool John Lennon Airport","Liverpool","LPL","EGGP","GB-ENG","1"
"EGOD","Llanbedr Airport","Llanbedr","NULL","EGFD","GB-WLS","0"
"GB-0863","Llangarron Private Airstrip","NULL","NULL","NULL","GB-WLS","0"
"GB-0429","Lleweni Parc Glyndwr Soaring Club","NULL","NULL","NULL","GB-WLS","0"
"GB-0828","Loadman Farm Airstrip","Hexham (Northumbria)","NULL","NULL","GB-ENG","0"
"GB-0821","Lodge Farm Airstrip","Clacton-on-Sea, Essex","NULL","NULL","GB-ENG","0"
"GB-0507","Lodge Farm Airstrip","Upper Heyford","NULL","NULL","GB-ENG","0"
"GB-0717","Lodge Field House Airstrip","Gilling East, Yorkshire","NULL","NULL","GB-ENG","0"
"EGKB","London Biggin Hill Airport","London","BQH","EGKB","GB-ENG","0"
"EGLC","London City Airport","London","LCY","EGLC","GB-ENG","1"
"EGKK","London Gatwick Airport","Gatwick, Surrey","LGW","EGKK","GB-ENG","1"
"GB-0615","London Gliding Club","Dunstable","NULL","NULL","GB-ENG","0"
"EGLL","London Heathrow Airport","London","LHR","EGLL","GB-ENG","1"
"EGLW","London Heliport","London","NULL","EGLW","GB-ENG","0"
"EGGW","London Luton Airport","Luton, Bedfordshire","LTN","EGGW","GB-ENG","1"
"GB-0672","London Red Bull Airport","London","NULL","NULL","GB-ENG","0"
"EGMC","London Southend Airport","Southend-on-Sea, Essex","SEN","EGMC","GB-ENG","1"
"EGSS","London Stansted Airport","London","STN","EGSS","GB-ENG","1"
"GB-0368","Long Acres Farm","Sandy","NULL","NULL","GB-ENG","0"
"EGBL","Long Marston Airfield","Long Marston","NULL","NULL","GB-ENG","0"
"GB-0264","Long Stratton Airstrip","Long Stratton","NULL","NULL","GB-ENG","0"
"GB-0883","Longford Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGPS","Longside Airfield","Peterhead","NULL","EGPS","GB-SCT","0"
"GB-0167","Longtown airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0174","Lorn and Islands District General Hospital Helipad","Oban","NULL","NULL","GB-SCT","0"
"GB-0855","Lotmead Farm Airstrip","Wanborough (Wilts)","NULL","NULL","GB-ENG","0"
"GB-0487","Loughbrickland Airstrip","Banbridge","NULL","NULL","GB-NIR","0"
"GB-0627","Louth Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0247","Low Farm Airstrip","Norwich, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0227","Low Hill Farm Airstrip","Messingham","NULL","NULL","GB-ENG","0"
"GB-1032","Low Moor Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0550","Lower Botrea","NULL","NULL","NULL","GB-ENG","0"
"GB-0276","Lower Grounds Farm Airstrip","Sherlowe","NULL","NULL","GB-ENG","0"
"GB-0053","Lower Manor Farm Airstrip","Chickerell","NULL","NULL","GB-ENG","0"
"GB-0984","Lower Park Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0042","Lower Upham Airfield","Bishops Waltham","NULL","NULL","GB-ENG","0"
"GB-0044","Lower Upham Farm Airfield","Malborough","NULL","NULL","GB-ENG","0"
"GB-0265","Lower Withial Fram Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1020","Lower-Durston Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0434","Ludham Airfield","Ludham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0548","Lukesfield Airstrip","Tonbridge","NULL","NULL","GB-ENG","0"
"EGZV","Lundy Island Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0347","Lundy Island Helipad","Lundy Island","NULL","NULL","GB-ENG","0"
"GB-0683","Luss Seaplane Terminal","NULL","NULL","NULL","GB-SCT","0"
"GB-1046","Lutton-Garngate Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0535","Luxter Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGMD","Lydd London Ashford Airport","Romney Marsh, Kent","LYX","EGMD","GB-ENG","0"
"GB-0275","Lydeway Field","Devizes, Wiltshire","NULL","NULL","GB-ENG","0"
"GB-0682","Lydiard Park","NULL","NULL","NULL","GB-ENG","0"
"GB-0305","Lyminge Airstrip","Canterbury, Kent","NULL","NULL","GB-ENG","0"
"GB-0306","Lymm Dam Airstrip","Lymm","NULL","NULL","GB-ENG","0"
"GB-0281","Lyveden Glider Field","Lyveden","NULL","NULL","GB-ENG","0"
"GB-0395","Main Hall Farm Airfield","Cambridge, Cambridgeshire","NULL","NULL","GB-ENG","0"
"EGCC","Manchester Airport","Manchester","MAN","EGCC","GB-ENG","1"
"EGCD","Manchester Woodford Airport","Manchester","NULL","NULL","GB-ENG","0"
"GB-0775","Manor Farm (Haddenham) Airstrip","Haddenham (Bucks)","NULL","NULL","GB-ENG","0"
"GB-0761","Manor Farm Airstrip","East Garston","NULL","NULL","GB-ENG","0"
"GB-0842","Manor Farm Airstrip","Dinton (Wilts)","NULL","NULL","GB-ENG","0"
"GB-0692","Manor Farm Airstrip","Braceborough","NULL","NULL","GB-ENG","0"
"GB-0680","Manor Farm Airstrip","Glatton (Cambs)","NULL","NULL","GB-ENG","0"
"GB-0681","Manor Farm Airstrip","Slawston (Leicestershire)","NULL","NULL","GB-ENG","0"
"GB-0253","Manor Farm Airstrip","Fakenham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0079","Manor Farm Airstrip","Collingbourne Kingston (Wilts)","NULL","NULL","GB-ENG","0"
"GB-0769","Manor House Farm Airstrip","Grateley (Hamps)","NULL","NULL","GB-ENG","0"
"GB-0696","Manor House Farm Airstrip UL","Foston","NULL","NULL","GB-ENG","0"
"GB-0061","Manstage Airfield","Oakhampton","NULL","NULL","GB-ENG","0"
"GB-0447","Manton Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0997","Marldon Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0679","Marsh Court Manor Private Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0678","Marsh Hill Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGSI","Marshland Airfield","Wisbech","NULL","EGSI","GB-ENG","0"
"GB-0666","Maydown Heliport","Maydown, Co. Derry","NULL","NULL","GB-NIR","0"
"GB-0670","Mayfield Farm Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-1080","Mayobridge Airstrip","Mayobridge","NULL","NULL","GB-NIR","0"
"EGHB","Maypole Airfield","Maypole","NULL","NULL","GB-ENG","0"
"GB-0936","Meadow Farm Airstrip","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-0029","Melbury Airstrip","Melbury","NULL","NULL","GB-ENG","0"
"GB-0243","Melrose Farm Airstrip","Melbourne, York","NULL","NULL","GB-ENG","0"
"GB-0412","Membury Airfield","Membury","NULL","NULL","GB-ENG","0"
"GB-0452","Mendlesham Airstrip","Stowmarket","NULL","NULL","GB-ENG","0"
"GB-0722","Meonstoke Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0552","Meppershall Airfield","Shefford, Bedfordshire","NULL","NULL","GB-ENG","0"
"EGDW","Merryfield RNAS Air Base","Ilminster","NULL","EGDI","GB-ENG","0"
"GB-0527","Metropolitan Police Air Support Unit Lippitts Hill","Loughton, Essex","NULL","NULL","GB-ENG","0"
"GB-0669","Michaelwood Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0668","Middle Chinnock Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0031","Middle Pymore Farm Airstrip (Private)","Pymore Bridport","NULL","NULL","GB-ENG","0"
"EGVP","Middle Wallop Airfield","Middle Wallop","NULL","EGVP","GB-ENG","0"
"GB-0665","Middle West Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0474","Middlebank Top Farm Airstrip","Lumb-in-Rossendale","NULL","NULL","GB-ENG","0"
"GB-0850","Middlegate Farm Airstrip","Pitney (Somerset)","NULL","NULL","GB-ENG","0"
"GB-0196","Midland Glider Club","Long Mynd","NULL","NULL","GB-ENG","0"
"GB-0291","Midlem Airstrip","Midlem","NULL","NULL","GB-SCT","0"
"GB-0292","Milden Airstrip","Ipswich, Suffolk","NULL","NULL","GB-ENG","0"
"EG3L","Milfield Glider Field","NULL","NULL","NULL","GB-ENG","0"
"GB-0508","Mill Farm Airstrip","Hughley","NULL","NULL","GB-ENG","0"
"GB-1018","Millfield Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0055","Milton Airfield","Peterborough","NULL","NULL","GB-ENG","0"
"GB-0270","Mitchell's Farm Airstrip","Ely, Cambridgeshire","NULL","NULL","GB-ENG","0"
"GB-0454","Mitton Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGDM","MoD Boscombe Down Airport","Amesbury","NULL","EGDM","GB-ENG","0"
"GB-0249","Monewden Airstrip","Woodbridge","NULL","NULL","GB-ENG","0"
"GB-1034","Montrose Air Station","Montrose","NULL","NULL","GB-SCT","0"
"GB-1013","Montrose Airstrip","Montrose","NULL","NULL","GB-SCT","0"
"GB-0996","Moor Farm Airstrip","Weaverthorpe","NULL","NULL","GB-ENG","0"
"GB-0965","Morley Saint Botolph Private Airstrip","Wymondham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0028","Morn Farm Helipad (Private)","Chickerell","NULL","NULL","GB-ENG","0"
"GB-0663","Morriston Hospital Helipad","NULL","NULL","NULL","GB-WLS","0"
"GB-1087","Moss Edge Farm Airfield","Lancaster","NULL","NULL","GB-ENG","0"
"GB-0870","Mosside Farm Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0273","Mount Airey Airstrip","South Cave","NULL","NULL","GB-ENG","0"
"GB-0967","Moxon's Farm Private Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0963","Muckle Flugga Helipad","Shetland","NULL","NULL","GB-SCT","0"
"GB-0885","Mullaglass","NULL","NULL","NULL","GB-NIR","0"
"GB-0966","Nairns Mains Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0205","Nantclwyd Airstrip","NULL","NULL","NULL","GB-WLS","0"
"GB-0316","Napps Field Airstrip","Billericay","NULL","NULL","GB-ENG","0"
"GB-0300","Nayland Airstrip","Colchester, Essex","NULL","NULL","GB-ENG","0"
"EGEZ","Nesscliffe Camp Helipad","Nesscliffe","NULL","EGEZ","GB-ENG","0"
"GB-0413","Nether Huntlywood Airstrip","NULL","NULL","NULL","GB-SCT","0"
"EGDN","Netheravon Airfield","Netheravon","NULL","EGDN","GB-ENG","0"
"GB-0906","Netherley Private Airstrip","Aberdeen","NULL","NULL","GB-SCT","0"
"GB-0741","Nethershields Farm Airstrip","Chapelton (Lanarkshire)","NULL","NULL","GB-SCT","0"
"EGNF","Netherthorpe Airfield","Worksop","NULL","EGNF","GB-ENG","0"
"GB-0881","New Farm Airfield","Piddington","NULL","NULL","GB-ENG","0"
"GB-0844","New Farm Airstrip","Felton","NULL","NULL","GB-ENG","0"
"GB-0904","New Grimmet Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0808","New Lane Farm Airstrip","Dereham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0661","New Model Farm Airstrip","Rickmansworth, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0537","New Orchard Farm Airstrip","Sittingbourne, Kent","NULL","NULL","GB-ENG","0"
"EGNT","Newcastle Airport","Newcastle","NCL","EGNT","GB-ENG","1"
"GB-0720","Newcastle City Heliport","Newcastle-upon-Tyne","NULL","NULL","GB-ENG","0"
"GB-0724","Newgate Farm Airstrip","Saltergate","NULL","NULL","GB-ENG","0"
"GB-0887","Newhall Mains Airfield","NULL","NULL","NULL","GB-SCT","0"
"EGSW","Newmarket Heath Airfield","Newmarket","NULL","EGSW","GB-ENG","0"
"GB-0272","Newnham Airstrip","Baldock, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0282","Newnham Grounds Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0950","Newry private Airstrip","NULL","NULL","NULL","GB-NIR","0"
"GB-0805","Newton Hall Farm Airstrip","Sudbury, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0026","Newton Peveril Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0721","Newton-on-Rawcliffe Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGAD","Newtownards Airport","Newtownards","NULL","EGAD","GB-NIR","0"
"GB-0278","Niden Manor Farm Airstrip","Moreton Pinkney","NULL","NULL","GB-ENG","0"
"GB-0528","Nissan Helipad","Sunderland","NULL","NULL","GB-ENG","0"
"GB-1091","No Man's Fort Helipad","Southampton","NULL","NULL","GB-ENG","0"
"GB-0658","Norfolk and Norwich University Hospital Helipad","Norwich","NULL","NULL","GB-ENG","0"
"EGYO","North Coates","NULL","NULL","NULL","GB-ENG","0"
"GB-0380","North Hill Glider Field","NULL","NULL","NULL","GB-ENG","0"
"GB-0818","North Honer Farm Airstrip","Chichester, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0526","North Moreton Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0626","North Reston Hall Farm Airstrip","Louth","NULL","NULL","GB-ENG","0"
"GB-0660","North Rigton Private Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0959","North Rona Heliport","North Rona","NULL","NULL","GB-SCT","0"
"EGEN","North Ronaldsay Airport","North Ronaldsay","NRL","EGEN","GB-SCT","1"
"GB-0383","North Wales Gliding Club","NULL","NULL","NULL","GB-WLS","0"
"EGSX","North Weald Airport","Epping, Essex","NULL","EGSX","GB-ENG","0"
"GB-1029","North-Fen-Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0700","Northfield Farm Airstrip","Mavis Enderby","NULL","NULL","GB-ENG","0"
"GB-0501","Northorpe Fen Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0047","Northrepps Aerodrome","Cromer, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0040","Northrepps International Airport","Cromer, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0587","Norton Malreward Airfield","Bristol, Somerset","NULL","NULL","GB-ENG","0"
"GB-0645","Norton Manor Camp Helistrip","NULL","NULL","NULL","GB-ENG","0"
"EGSH","Norwich Airport","Norwich, Norfolk","NWI","EGSH","GB-ENG","1"
"GB-0404","Norwood Lodge Airstrip","Clacton-on-Sea, Essex","NULL","NULL","GB-ENG","0"
"GB-0816","Notley Green Airstrip","Buntingford, Hertfordshire","NULL","NULL","GB-ENG","0"
"EGBN","Nottingham Airport","Nottingham","NQT","EGBN","GB-ENG","0"
"GB-0572","Nottingham Heliport","NULL","NULL","NULL","GB-ENG","0"
"GB-0780","Nut Tree Farm Airstrip","Harleston, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0242","Nuthampstead Airstrip","Royston, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0230","Oaklands Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0785","OaklandS Farm Airstrip","Horsham, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0490","Oakley Microlight","Oakley","NULL","NULL","GB-ENG","0"
"EGTW","Oaksey Park Airport","Malmesbury","NULL","EGTW","GB-ENG","0"
"EGEO","Oban Airport","North Connel","OBN","EGEO","GB-SCT","0"
"GB-1072","Oban Bay Helipad","NULL","NULL","NULL","GB-SCT","0"
"GB-0462","Octon Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGSV","Old Buckenham Airfield","Old Buckenham, Norfolk","NULL","EGSV","GB-ENG","0"
"GB-0233","Old Hay Airfield","Tonbridge","NULL","NULL","GB-ENG","0"
"GB-0686","Old Manor Farm Airstrip","Anwick","NULL","NULL","GB-ENG","0"
"GB-1056","Old Mill Farm Airstrip","Petworth, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0035","Old Park Farm Airstrip","Port Talbot","NULL","NULL","GB-WLS","0"
"EGLS","Old Sarum Airfield","Salisbury","NULL","EGLS","GB-ENG","0"
"EGTH","Old Warden Airfield","Biggleswade, Bedfordshire","NULL","EGTH","GB-ENG","0"
"GB-0849","Oldbury on Severn Airstrip","Oldbury on Severn (Glos)","NULL","NULL","GB-ENG","0"
"GB-0477","Onecoat Morridge Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0840","Orange Grove Barn Airstrip","Chavenage Green","NULL","NULL","GB-ENG","0"
"GB-0972","Orchard House Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0531","Orchardleigh Private Airstrip","near Frome","NULL","NULL","GB-ENG","0"
"GB-0475","Osbaston Lodge Farm Airstrip","Osbaston","NULL","NULL","GB-ENG","0"
"GB-0314","Otherton Airfield","Otherton","NULL","NULL","GB-ENG","0"
"GB-OUK","Out Skerries Airfield","Grunay Island","OUK","NULL","GB-SCT","0"
"GB-0473","Over Farm Microlight","NULL","NULL","NULL","GB-ENG","0"
"GB-0151","Oxenhope Airfield","Oxenhope","NULL","NULL","GB-ENG","0"
"EGTK","Oxford (Kidlington) Airport","Kidlington","OXF","EGTK","GB-ENG","0"
"GB-0596","Palmer Moor Farm Airstrip","Doveridge","NULL","NULL","GB-ENG","0"
"GB-0777","Palmers Farm Airstrip","Hailsham, East Sussex","NULL","NULL","GB-ENG","0"
"EGLG","Panshanger Aerodrome","Welwyn Garden City, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-PSV","Papa Stour Airport","Papa Stour Island","PSV","NULL","GB-SCT","0"
"EGEP","Papa Westray Airport","Papa Westray","PPW","EGEP","GB-SCT","1"
"GB-0197","Park Farm Airstrip","Eaton Bray","NULL","NULL","GB-ENG","0"
"GB-0667","Park Farm Airstrip","Middleham","NULL","NULL","GB-ENG","0"
"GB-1128","Park Farm Airstrip","Halstead, Essex","NULL","NULL","GB-ENG","0"
"GB-0901","Park Farm Airstrip","Newport (South Wales)","NULL","NULL","GB-WLS","0"
"GB-0445","Park Hall Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-1081","Pathfinder Flying Club Airstrip","Wyton","NULL","NULL","GB-ENG","0"
"GB-1055","Patridge Green Airstrip","Horsham, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0652","Pauncefoot Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0547","Pear Tree Farm Airstrip","Marthall","NULL","NULL","GB-ENG","0"
"GB-0213","Pear Tree Farm Airstrip","Bicester","NULL","NULL","GB-ENG","0"
"EGFP","Pembrey Airport","Pembrey","NULL","EGFP","GB-WLS","0"
"GB-0654","Pencraig Airstrip","NULL","NULL","NULL","GB-WLS","0"
"GB-0223","Pent Farm Airstrip","Hythe, Kent","NULL","NULL","GB-ENG","0"
"GB-0823","Pentlow Airstrip","Pentlow (Essex)","NULL","NULL","GB-ENG","0"
"EGHK","Penzance Heliport","Penzance","NULL","NULL","GB-ENG","0"
"GB-0263","Peplow Airstrip","Child's Ercall","NULL","NULL","GB-ENG","0"
"EGTP","Perranporth Airfield","Perranporth","NULL","EGTP","GB-ENG","0"
"EGPT","Perth/Scone Airport","Perth","PSL","EGPT","GB-SCT","0"
"GB-0975","Peter Hall Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGSF","Peterborough Business Airport","Conington","NULL","EGSF","GB-ENG","0"
"EGSP","Peterborough/Sibson Airport","Peterborough","NULL","EGSP","GB-ENG","0"
"GB-0245","Peterlee Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-1058","Phocle Green Airstrip","Ross on Wye","NULL","NULL","GB-ENG","0"
"GB-0994","Pillows Barn Airstrip","Eldersfield","NULL","NULL","GB-ENG","0"
"GB-0525","Pilmuir Farm Airstrip","NULL","NULL","NULL","GB-SCT","0"
"GB-0812","Piltdown Airstrip","Uckfield, East Sussex","NULL","NULL","GB-ENG","0"
"GB-0653","Pitlands Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0388","Pitsford Water","NULL","NULL","NULL","GB-ENG","0"
"GB-0958","Pittodrie-House","NULL","NULL","NULL","GB-SCT","0"
"GB-1005","Plains Airstrip","Killymaddy","NULL","NULL","GB-NIR","0"
"GB-0204","Plaistows Airfield","St Albans, Hertfordshire","NULL","NULL","GB-ENG","0"
"XPLO","Plockton Airstrip","Plockton","NULL","NULL","GB-SCT","0"
"GB-0171","Plumpton airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGHD","Plymouth City Airport","Plymouth","NULL","NULL","GB-ENG","0"
"GB-0391","Pocklington Airfield","NULL","NULL","NULL","GB-ENG","0"
"GB-0813","Podington Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0926","Pointon Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0895","Polpidnick Farm Airstrip","Helston, Cornwall","NULL","NULL","GB-ENG","0"
"GB-0783","Pond Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0964","Ponton-Heath-Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"EGHP","Popham Airfield","Basingstoke","NULL","EGHP","GB-ENG","0"
"GB-0939","Poplar Farm Airstrip","Downham Market, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0502","Poplars Farm Airstrip","Deppers Bridge","NULL","NULL","GB-ENG","0"
"GB-0060","Porthtowan Airfield","Porthtowan","NULL","NULL","GB-ENG","0"
"GB-0545","Portmoak Glider Field","Portmoak","NULL","NULL","GB-SCT","0"
"GB-0467","Pound Green Airfield UL","Bewdley","NULL","NULL","GB-ENG","0"
"GB-0647","Prince Charles Hospital Helipad","Merthyr Tydfil","NULL","NULL","GB-WLS","0"
"GB-0198","Priory Farm Airstrip","Tibenham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0709","Prospect Farm Airstrip UL","Wollaston","NULL","NULL","GB-ENG","0"
"GB-1070","PSNI Maydown Heliport","Maydown","NULL","NULL","GB-NIR","0"
"GB-0350","Queen Alexandra Hospital Heliport","Portsmouth","NULL","NULL","GB-ENG","0"
"GB-0346","Queen Elizabeth Hospital Helipad","Birmingham","NULL","NULL","GB-ENG","0"
"GB-0798","Radley Farm Airstrip","NULL","NULL","NULL","GB-ENG","0"
"GB-0980","Radwell Lodge Ultralight Airstrip","Baldock, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0636","Raemoir House Hotel Helipad","Banchory","NULL","NULL","GB-SCT","0"
"GB-0086","RAF Abbots Bromley","Staffordshire","NULL","NULL","GB-ENG","0"
"EGUD","RAF Abingdon","Abingdon","NULL","EGUD","GB-ENG","0"
"GB-0087","RAF Acaster Malbis","North Yorkshire","NULL","NULL","GB-ENG","0"
"GB-0089","RAF Akeman Street","Oxfordshire","NULL","NULL","GB-ENG","0"
"EGWZ","RAF Alconbury","Huntingdon","NULL","NULL","GB-ENG","0"
"GB-0090","RAF Aldermaston","Berkshire","NULL","NULL","GB-ENG","0"
"GB-0092","RAF Alness / RAF Invergordon","Ross and Cromarty","NULL","NULL","GB-SCT","0"
"GB-0094","RAF Andrews Field / RAF Great Saling","Braintree, Essex","NULL","NULL","GB-ENG","0"
"GB-0095","RAF Ansty","Warwickshire","NULL","NULL","GB-ENG","0"
"GB-0098","RAF Appledram","Chichester, West Sussex","NULL","NULL","GB-ENG","0"
"GB-0099","RAF Ashbourne","Derbyshire","NULL","NULL","GB-ENG","0"
"GB-0100","RAF Ashford","Ashford, Kent","NULL","NULL","GB-ENG","0"
"GB-0101","RAF Atcham","Shropshire","NULL","NULL","GB-ENG","0"
"GB-0102","RAF Atherstone","Warwickshire","NULL","NULL","GB-ENG","0"
"GB-0103","RAF Attlebridge","Norwich, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0104","RAF Babdown Farm","Gloucestershire","NULL","NULL","GB-ENG","0"
"GB-0105","RAF Bacton","North Walsham, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0106","RAF Balado Bridge","Tayside","NULL","NULL","GB-SCT","0"
"GB-0107","RAF Balderton","Nottinghamshire","NULL","NULL","GB-ENG","0"
"GB-0108","RAF Ballyhalbert","Newtownards, County Down","NULL","NULL","GB-NIR","0"
"EGQB","RAF Ballykelly (abandoned/closed)","Ballykelly","NULL","NULL","GB-NIR","0"
"GB-0109","RAF Banff","Aberdeenshire","NULL","NULL","GB-SCT","0"
"GB-0110","RAF Bardney","Lincolnshire","NULL","NULL","GB-ENG","0"
"GB-0001","RAF Barford St. John","NULL","NULL","NULL","GB-ENG","0"
"EGYE","RAF Barkston Heath","Grantham","NULL","EGYE","GB-ENG","0"
"GB-0111","RAF Barton Bendish","Norfolk","NULL","NULL","GB-ENG","0"
"GB-0112","RAF Bassingbourn","Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0114","RAF Beaulieu","Hampshire","NULL","NULL","GB-ENG","0"
"GB-0115","RAF Bekesbourne","Bekesbourne, Kent","NULL","NULL","GB-ENG","0"
"GB-0116","RAF Bempton","Yorkshire","NULL","NULL","GB-ENG","0"
"EGUB","RAF Benson","Benson","BEX","EGUB","GB-ENG","0"
"EGVJ","RAF Bentwaters","Woodbridge, Suffolk","NULL","NULL","GB-ENG","0"
"GB-0117","RAF Bibury","Gloucestershire","NULL","NULL","GB-ENG","0"
"GB-0118","RAF Birch","Colchester, Essex","NULL","NULL","GB-ENG","0"
"GB-0119","RAF Bircham Newton","King's Lynn, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0113","RAF Bircotes","South Yorkshire","NULL","NULL","GB-ENG","0"
"GB-0120","RAF Bishopscourt","County Down","NULL","NULL","GB-NIR","0"
"GB-0121","RAF Bisterne","Hampshire","NULL","NULL","GB-ENG","0"
"GB-0122","RAF Bitteswell","Leicestershire","NULL","NULL","GB-ENG","0"
"GB-0123","RAF Blakehill Farm","Wiltshire","NULL","NULL","GB-ENG","0"
"GB-0124","RAF Blyton","Lincolnshire","NULL","NULL","GB-ENG","0"
"GB-0125","RAF Bodney","Thetford, Norfolk","NULL","NULL","GB-ENG","0"
"GB-0126","RAF Bognor","Bognor Regis, West Sussex","NULL","NULL","GB-ENG","0"
"GB-1117","RAF Boreham","Chelmsford, Essex","NULL","NULL","GB-ENG","0"
"GB-0074","RAF Bottesford","Normanton","NULL","NULL","GB-ENG","0"
"GB-0128","RAF Bottisham","Cambridge, Cambridgeshire","NULL","NULL","GB-ENG","0"
"GB-0129","RAF Boulmer","Alnwick, Northumberland","NULL","NULL","GB-ENG","0"
"GB-0041","RAF Boulmer","Boulmer","NULL","EGQM","GB-ENG","0"
"GB-0130","RAF Bovingdon","Hemel Hempstead, Hertfordshire","NULL","NULL","GB-ENG","0"
"GB-0131","RAF Boxted","Colchester, Essex","NULL","NULL","GB-ENG","0"
"GB-0132","RAF Bracebridge Heath","Lincolnshire","NULL","NULL","GB-ENG","0"
"GB-0133","RAF Bradwell Bay","Southminster, Essex","NULL","NULL","GB-ENG","0"
"GB-0134","RAF Bramcote / HMS Gamecock","Warwickshire","NULL","NULL","GB-ENG","0"
"GB-0135","RAF Bratton","Shropshire","NULL","NULL","GB-ENG","0"
"EGDA","RAF Brawdy","NULL","NULL","NULL","GB-WLS","0"
"GB-0164","RAF Brayton Park","NULL","NULL","NULL","GB-ENG","0"
"GB-0137","RAF Breighton","Yorkshire","NULL","NULL","GB-ENG","0"
